Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,segment
2834,43,Female,Jeans,Clothing,56,M,Teal,Fall,3.3,No,PayPal,Free Shipping,No,No,19,Cash,Monthly,1
2835,39,Female,Jacket,Outerwear,43,M,Indigo,Fall,2.9,No,Credit Card,2-Day Shipping,No,No,17,Credit Card,Weekly,1
2836,33,Female,T-shirt,Clothing,84,S,Pink,Winter,4.9,No,Credit Card,Free Shipping,No,No,7,Venmo,Annually,1
2837,51,Female,Pants,Clothing,50,M,Charcoal,Winter,5.0,No,Venmo,2-Day Shipping,No,No,21,Cash,Bi-Weekly,1
2838,65,Female,Shoes,Footwear,88,M,Brown,Summer,4.5,No,Venmo,Express,No,No,44,PayPal,Weekly,0
2839,51,Female,Jacket,Outerwear,50,M,Blue,Fall,3.7,No,Venmo,Free Shipping,No,No,2,Bank Transfer,Weekly,1
2840,70,Female,Scarf,Accessories,80,L,Teal,Summer,2.8,No,Cash,Store Pickup,No,No,30,Bank Transfer,Monthly,1
2841,40,Female,T-shirt,Clothing,47,L,Pink,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,41,Cash,Annually,1
2842,19,Female,Dress,Clothing,33,XL,Magenta,Winter,3.0,No,Credit Card,2-Day Shipping,No,No,31,Cash,Weekly,1
2843,28,Female,Coat,Outerwear,100,L,Green,Fall,4.3,No,Cash,Standard,No,No,48,Debit Card,Quarterly,1
2844,51,Female,Sweater,Clothing,26,M,White,Summer,3.6,No,Cash,Store Pickup,No,No,41,Venmo,Weekly,1
2845,32,Female,Hat,Accessories,79,M,Indigo,Summer,4.4,No,Venmo,Standard,No,No,42,Venmo,Annually,1
2846,26,Female,Backpack,Accessories,77,L,Lavender,Summer,4.1,No,Cash,Express,No,No,39,Debit Card,Every 3 Months,1
2847,50,Female,Socks,Clothing,36,XL,Black,Fall,2.8,No,Cash,Next Day Air,No,No,15,PayPal,Bi-Weekly,1
2848,68,Female,Jewelry,Accessories,21,L,Charcoal,Winter,2.8,No,Venmo,Free Shipping,No,No,3,PayPal,Every 3 Months,1
2849,33,Female,Boots,Footwear,72,L,Gray,Fall,4.9,No,Debit Card,Store Pickup,No,No,28,Bank Transfer,Quarterly,0
2850,56,Female,Coat,Outerwear,25,M,Gold,Spring,4.1,No,Credit Card,Express,No,No,27,PayPal,Bi-Weekly,1
2851,57,Female,Sweater,Clothing,79,M,Silver,Spring,3.0,No,Credit Card,Store Pickup,No,No,36,Debit Card,Annually,1
2852,58,Female,Blouse,Clothing,73,L,Teal,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,42,Debit Card,Monthly,1
2853,40,Female,Belt,Accessories,71,M,Magenta,Spring,3.0,No,Credit Card,Store Pickup,No,No,30,Venmo,Weekly,1
2854,37,Female,Hat,Accessories,48,M,Magenta,Winter,3.2,No,Cash,Next Day Air,No,No,9,PayPal,Weekly,1
2855,36,Female,Sandals,Footwear,28,M,Beige,Fall,2.7,No,Debit Card,Store Pickup,No,No,25,Venmo,Monthly,0
2856,29,Female,Boots,Footwear,95,S,Maroon,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,33,PayPal,Quarterly,0
2857,65,Female,Jacket,Outerwear,48,M,Indigo,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,31,Credit Card,Monthly,1
2858,44,Female,Dress,Clothing,93,S,Maroon,Spring,3.8,No,Venmo,Next Day Air,No,No,35,Debit Card,Monthly,1
2859,34,Female,Jeans,Clothing,87,L,Teal,Summer,3.8,No,Cash,2-Day Shipping,No,No,46,Bank Transfer,Monthly,1
2860,31,Female,Shorts,Clothing,32,L,Yellow,Fall,3.4,No,Venmo,Express,No,No,29,Bank Transfer,Annually,1
2861,28,Female,Shirt,Clothing,38,M,Gold,Spring,2.9,No,PayPal,Next Day Air,No,No,49,Bank Transfer,Weekly,1
2862,66,Female,Coat,Outerwear,54,M,Teal,Fall,3.4,No,Debit Card,Free Shipping,No,No,27,Credit Card,Monthly,1
2863,68,Female,Coat,Outerwear,75,S,Violet,Summer,4.7,No,Bank Transfer,Store Pickup,No,No,5,Bank Transfer,Every 3 Months,1
2864,37,Female,T-shirt,Clothing,56,M,Yellow,Fall,3.9,No,Debit Card,2-Day Shipping,No,No,18,Venmo,Monthly,1
2865,58,Female,Sweater,Clothing,43,S,Maroon,Fall,3.6,No,Debit Card,Store Pickup,No,No,31,Venmo,Weekly,1
2866,28,Female,Skirt,Clothing,97,M,Silver,Fall,3.7,No,Cash,Free Shipping,No,No,27,Cash,Fortnightly,1
2867,54,Female,Blouse,Clothing,75,S,Violet,Summer,3.1,No,Venmo,Free Shipping,No,No,19,Cash,Annually,1
2868,21,Female,Sneakers,Footwear,55,L,White,Summer,4.9,No,Venmo,Next Day Air,No,No,33,Cash,Fortnightly,0
2869,45,Female,Backpack,Accessories,49,M,Black,Winter,2.6,No,Debit Card,Next Day Air,No,No,42,PayPal,Every 3 Months,1
2870,57,Female,Socks,Clothing,58,M,White,Summer,4.2,No,Cash,Standard,No,No,16,Bank Transfer,Weekly,1
2871,47,Female,Jewelry,Accessories,34,M,Blue,Winter,4.8,No,Debit Card,Free Shipping,No,No,49,Debit Card,Every 3 Months,1
2872,46,Female,Shorts,Clothing,43,S,Black,Summer,2.7,No,Cash,2-Day Shipping,No,No,40,Venmo,Bi-Weekly,1
2873,63,Female,Jewelry,Accessories,48,L,Olive,Fall,2.6,No,Venmo,Next Day Air,No,No,5,Cash,Annually,1
2874,44,Female,Sweater,Clothing,40,M,Teal,Spring,2.6,No,PayPal,Free Shipping,No,No,8,Bank Transfer,Monthly,1
2875,36,Female,Shirt,Clothing,29,L,Silver,Summer,3.1,No,Debit Card,Standard,No,No,2,Debit Card,Annually,1
2876,24,Female,Pants,Clothing,81,M,Pink,Fall,2.6,No,Credit Card,Free Shipping,No,No,14,Debit Card,Weekly,1
2877,65,Female,Hoodie,Clothing,84,M,Charcoal,Spring,3.4,No,Credit Card,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly,1
2878,32,Female,Socks,Clothing,46,M,Silver,Summer,3.6,No,PayPal,Standard,No,No,34,Venmo,Monthly,1
2879,63,Female,Dress,Clothing,86,L,Turquoise,Summer,4.3,No,Venmo,Next Day Air,No,No,13,Bank Transfer,Annually,1
2880,62,Female,Blouse,Clothing,57,XL,Turquoise,Winter,4.9,No,Credit Card,Free Shipping,No,No,31,Venmo,Annually,1
2881,19,Female,Skirt,Clothing,61,L,Beige,Winter,4.8,No,Debit Card,Store Pickup,No,No,43,PayPal,Quarterly,1
2882,38,Female,Backpack,Accessories,90,M,Cyan,Winter,4.2,No,Credit Card,Free Shipping,No,No,6,Bank Transfer,Annually,1
2883,59,Female,Blouse,Clothing,51,L,Gold,Winter,2.6,No,Credit Card,Store Pickup,No,No,23,Credit Card,Bi-Weekly,1
2884,22,Female,Socks,Clothing,48,XL,Silver,Spring,3.2,No,Debit Card,Standard,No,No,10,PayPal,Weekly,1
2885,55,Female,Boots,Footwear,50,M,Purple,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Every 3 Months,0
2886,29,Female,Backpack,Accessories,82,M,Yellow,Summer,3.5,No,Bank Transfer,Next Day Air,No,No,14,Credit Card,Bi-Weekly,1
2887,42,Female,Hat,Accessories,33,L,Blue,Spring,4.2,No,Credit Card,Free Shipping,No,No,29,PayPal,Weekly,1
2888,23,Female,Sandals,Footwear,28,L,Blue,Winter,2.8,No,Debit Card,Express,No,No,12,Cash,Bi-Weekly,0
2889,70,Female,Hoodie,Clothing,42,L,Green,Spring,5.0,No,Venmo,2-Day Shipping,No,No,25,Debit Card,Quarterly,1
2890,64,Female,Sunglasses,Accessories,43,M,Charcoal,Fall,3.3,No,Credit Card,Store Pickup,No,No,21,Venmo,Annually,1
2891,39,Female,Jeans,Clothing,55,M,Violet,Winter,3.7,No,PayPal,Free Shipping,No,No,23,Credit Card,Monthly,1
2892,47,Female,T-shirt,Clothing,73,XL,Black,Winter,2.5,No,Venmo,Free Shipping,No,No,10,PayPal,Monthly,1
2893,22,Female,Dress,Clothing,39,M,Teal,Spring,3.2,No,Bank Transfer,Standard,No,No,47,Credit Card,Monthly,1
2894,69,Female,Belt,Accessories,20,S,Orange,Spring,3.1,No,Credit Card,Free Shipping,No,No,44,Debit Card,Every 3 Months,1
2895,35,Female,Jewelry,Accessories,32,S,Brown,Spring,3.5,No,Cash,Standard,No,No,41,Venmo,Annually,1
2896,56,Female,Hoodie,Clothing,86,L,Green,Summer,4.6,No,Debit Card,Standard,No,No,29,Bank Transfer,Monthly,1
2897,30,Female,Blouse,Clothing,91,M,Silver,Summer,3.3,No,Credit Card,Free Shipping,No,No,2,Venmo,Every 3 Months,1
2898,43,Female,Jacket,Outerwear,59,L,Violet,Fall,2.5,No,Credit Card,Free Shipping,No,No,2,Cash,Fortnightly,1
2899,23,Female,Sneakers,Footwear,33,XL,Peach,Summer,4.6,No,Credit Card,Express,No,No,29,Credit Card,Annually,0
2900,50,Female,Boots,Footwear,64,M,Gold,Spring,4.2,No,PayPal,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly,0
2901,41,Female,Blouse,Clothing,67,XL,Violet,Winter,4.0,No,Bank Transfer,Standard,No,No,23,Cash,Bi-Weekly,1
2902,41,Female,Blouse,Clothing,43,L,Olive,Winter,2.6,No,Credit Card,Free Shipping,No,No,46,Credit Card,Quarterly,1
2903,27,Female,Boots,Footwear,32,S,Orange,Spring,4.6,No,Debit Card,Standard,No,No,19,PayPal,Bi-Weekly,0
2904,38,Female,Scarf,Accessories,39,S,Teal,Spring,3.5,No,Venmo,2-Day Shipping,No,No,24,Credit Card,Every 3 Months,1
2905,41,Female,Sandals,Footwear,41,M,Gray,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,No,43,Venmo,Monthly,0
2906,58,Female,Sunglasses,Accessories,53,L,Black,Winter,4.8,No,PayPal,Standard,No,No,14,Debit Card,Fortnightly,1
2907,58,Female,Coat,Outerwear,27,M,Indigo,Spring,3.9,No,PayPal,Standard,No,No,7,Venmo,Annually,1
2908,19,Female,Sunglasses,Accessories,82,XL,Lavender,Summer,3.7,No,Cash,Next Day Air,No,No,50,PayPal,Bi-Weekly,1
2909,43,Female,Blouse,Clothing,87,M,Beige,Winter,3.1,No,Debit Card,Store Pickup,No,No,15,Debit Card,Every 3 Months,1
2910,27,Female,Backpack,Accessories,78,M,Indigo,Winter,3.0,No,Bank Transfer,Next Day Air,No,No,40,Credit Card,Every 3 Months,1
2911,32,Female,Belt,Accessories,32,M,Blue,Summer,2.9,No,Bank Transfer,Store Pickup,No,No,41,Credit Card,Monthly,1
2912,28,Female,Socks,Clothing,38,XL,Orange,Fall,2.9,No,Debit Card,Next Day Air,No,No,34,Venmo,Quarterly,1
2913,48,Female,Shoes,Footwear,37,M,Yellow,Winter,4.0,No,Cash,Standard,No,No,27,Cash,Bi-Weekly,0
2914,43,Female,Coat,Outerwear,83,L,Cyan,Winter,3.5,No,Debit Card,Express,No,No,12,Cash,Every 3 Months,1
2915,45,Female,Sweater,Clothing,72,M,Yellow,Fall,3.8,No,PayPal,Express,No,No,1,Debit Card,Bi-Weekly,1
2916,26,Female,Shirt,Clothing,30,M,Cyan,Fall,4.5,No,Credit Card,Express,No,No,39,Debit Card,Bi-Weekly,1
2917,62,Female,Shorts,Clothing,66,M,Green,Winter,2.7,No,Credit Card,Express,No,No,13,Credit Card,Bi-Weekly,1
2918,58,Female,Shirt,Clothing,45,XL,White,Winter,2.9,No,Cash,Store Pickup,No,No,50,Venmo,Annually,1
2919,19,Female,Sunglasses,Accessories,73,S,Black,Fall,4.9,No,Credit Card,Free Shipping,No,No,36,Cash,Weekly,1
2920,64,Female,Shoes,Footwear,67,L,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,31,Debit Card,Monthly,0
2921,33,Female,Sunglasses,Accessories,72,XL,Brown,Spring,4.9,No,Venmo,Free Shipping,No,No,3,Debit Card,Bi-Weekly,1
2922,20,Female,Handbag,Accessories,24,M,Cyan,Fall,4.6,No,Venmo,Standard,No,No,11,Cash,Fortnightly,1
2923,45,Female,Sunglasses,Accessories,68,L,Beige,Winter,3.5,No,Venmo,Express,No,No,16,PayPal,Quarterly,1
2924,28,Female,Shirt,Clothing,70,M,Magenta,Spring,4.2,No,Bank Transfer,2-Day Shipping,No,No,12,Cash,Quarterly,1
2925,47,Female,Shirt,Clothing,64,L,Indigo,Winter,3.7,No,Bank Transfer,Free Shipping,No,No,37,Debit Card,Every 3 Months,1
2926,54,Female,Sweater,Clothing,91,M,Maroon,Spring,2.8,No,Cash,Store Pickup,No,No,43,Credit Card,Every 3 Months,1
2927,64,Female,Handbag,Accessories,82,M,Gray,Winter,4.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Weekly,1
2928,45,Female,Shirt,Clothing,24,M,Black,Summer,2.7,No,Debit Card,Express,No,No,15,Venmo,Bi-Weekly,1
2929,40,Female,Jewelry,Accessories,80,L,Yellow,Spring,3.6,No,Venmo,Store Pickup,No,No,17,Credit Card,Weekly,1
2930,31,Female,Socks,Clothing,53,XL,White,Winter,4.5,No,Debit Card,Next Day Air,No,No,42,Venmo,Fortnightly,1
2931,38,Female,T-shirt,Clothing,50,M,Orange,Spring,4.0,No,Credit Card,Free Shipping,No,No,14,Venmo,Monthly,1
2932,36,Female,Jewelry,Accessories,31,M,Magenta,Fall,4.5,No,Cash,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly,1
2933,65,Female,Backpack,Accessories,88,L,Black,Spring,3.9,No,Credit Card,Express,No,No,3,PayPal,Quarterly,1
2934,27,Female,Hat,Accessories,52,M,Brown,Summer,3.8,No,Credit Card,Standard,No,No,28,Venmo,Monthly,1
2935,38,Female,Gloves,Accessories,22,M,Orange,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,41,Bank Transfer,Quarterly,1
2936,58,Female,Sneakers,Footwear,27,XL,Gray,Spring,4.6,No,Debit Card,Standard,No,No,11,Venmo,Weekly,0
2937,31,Female,Skirt,Clothing,34,M,White,Spring,3.6,No,Debit Card,Express,No,No,46,PayPal,Weekly,1
2938,28,Female,Handbag,Accessories,39,M,White,Spring,4.3,No,Debit Card,2-Day Shipping,No,No,15,Credit Card,Weekly,1
2939,28,Female,Sunglasses,Accessories,53,M,Violet,Fall,3.0,No,Cash,Standard,No,No,15,Cash,Monthly,1
2940,32,Female,Sweater,Clothing,46,M,Beige,Winter,4.3,No,PayPal,Express,No,No,34,Venmo,Weekly,1
2941,61,Female,Handbag,Accessories,85,L,Beige,Summer,4.8,No,Venmo,Next Day Air,No,No,13,Cash,Monthly,1
2942,38,Female,Skirt,Clothing,86,L,Purple,Spring,3.7,No,Bank Transfer,Free Shipping,No,No,27,PayPal,Monthly,1
2943,54,Female,Socks,Clothing,63,M,Brown,Summer,2.6,No,Cash,Free Shipping,No,No,37,Bank Transfer,Weekly,1
2944,29,Female,Shirt,Clothing,44,M,Orange,Spring,3.4,No,Debit Card,Standard,No,No,37,Credit Card,Monthly,1
2945,50,Female,Sneakers,Footwear,95,XL,Cyan,Summer,3.9,No,Cash,Free Shipping,No,No,4,Venmo,Every 3 Months,0
2946,32,Female,Belt,Accessories,49,M,Charcoal,Summer,4.8,No,Venmo,Free Shipping,No,No,1,Credit Card,Every 3 Months,1
2947,38,Female,Pants,Clothing,77,L,Purple,Spring,2.8,No,Credit Card,Free Shipping,No,No,29,Bank Transfer,Quarterly,1
2948,52,Female,Jewelry,Accessories,63,L,Peach,Spring,4.4,No,Venmo,Standard,No,No,50,Venmo,Annually,1
2949,61,Female,Pants,Clothing,83,M,Violet,Winter,3.1,No,Credit Card,Standard,No,No,38,Debit Card,Bi-Weekly,1
2950,25,Female,Jewelry,Accessories,93,M,Peach,Spring,3.8,No,Credit Card,Store Pickup,No,No,15,PayPal,Annually,1
2951,22,Female,Jeans,Clothing,91,S,Maroon,Winter,4.1,No,Bank Transfer,2-Day Shipping,No,No,44,Debit Card,Every 3 Months,1
2952,47,Female,Scarf,Accessories,99,L,Maroon,Fall,4.6,No,Credit Card,Free Shipping,No,No,14,Cash,Weekly,1
2953,50,Female,Belt,Accessories,24,M,Peach,Spring,4.9,No,PayPal,Next Day Air,No,No,5,Debit Card,Monthly,1
2954,45,Female,Dress,Clothing,82,M,Silver,Summer,4.8,No,PayPal,Next Day Air,No,No,11,Credit Card,Annually,1
2955,33,Female,T-shirt,Clothing,28,M,Indigo,Winter,3.9,No,PayPal,Express,No,No,15,Credit Card,Annually,1
2956,42,Female,Boots,Footwear,67,M,Silver,Winter,2.6,No,Venmo,Free Shipping,No,No,46,Credit Card,Annually,0
2957,52,Female,Dress,Clothing,88,M,Olive,Fall,3.7,No,PayPal,Standard,No,No,30,Venmo,Monthly,1
2958,69,Female,Jewelry,Accessories,70,S,Gray,Fall,4.7,No,Cash,Standard,No,No,2,Cash,Annually,1
2959,55,Female,Skirt,Clothing,100,M,Black,Summer,4.5,No,Venmo,Standard,No,No,28,PayPal,Monthly,1
2960,38,Female,Handbag,Accessories,28,L,Maroon,Summer,4.7,No,PayPal,Free Shipping,No,No,9,PayPal,Quarterly,1
2961,57,Female,Coat,Outerwear,48,S,Olive,Spring,3.6,No,Venmo,Standard,No,No,47,Credit Card,Weekly,1
2962,33,Female,Hoodie,Clothing,43,S,Gold,Fall,2.8,No,Credit Card,Free Shipping,No,No,21,Debit Card,Bi-Weekly,1
2963,57,Female,Pants,Clothing,40,L,Pink,Fall,4.0,No,PayPal,Express,No,No,42,Credit Card,Every 3 Months,1
2964,52,Female,Boots,Footwear,97,M,Brown,Spring,3.6,No,Debit Card,Free Shipping,No,No,28,Credit Card,Weekly,0
2965,44,Female,Coat,Outerwear,25,S,White,Fall,3.8,No,Credit Card,2-Day Shipping,No,No,13,Venmo,Fortnightly,1
2966,48,Female,Scarf,Accessories,45,M,Blue,Summer,4.4,No,Bank Transfer,Standard,No,No,25,PayPal,Fortnightly,1
2967,52,Female,Boots,Footwear,49,L,Orange,Fall,2.8,No,Cash,Store Pickup,No,No,38,Debit Card,Every 3 Months,0
2968,34,Female,Sneakers,Footwear,36,L,Silver,Summer,3.4,No,Cash,Free Shipping,No,No,40,Venmo,Annually,0
2969,26,Female,Sweater,Clothing,48,S,Gray,Fall,4.9,No,Cash,Express,No,No,25,Cash,Every 3 Months,1
2970,36,Female,Belt,Accessories,62,S,Blue,Fall,4.3,No,Bank Transfer,Next Day Air,No,No,20,Cash,Every 3 Months,1
2971,24,Female,Jewelry,Accessories,74,M,White,Winter,3.4,No,Bank Transfer,Free Shipping,No,No,44,Credit Card,Bi-Weekly,1
2972,30,Female,Handbag,Accessories,100,L,Yellow,Fall,3.9,No,Credit Card,Next Day Air,No,No,9,PayPal,Every 3 Months,1
2973,31,Female,Jacket,Outerwear,39,S,Indigo,Fall,4.2,No,Venmo,Free Shipping,No,No,11,Venmo,Every 3 Months,1
2974,25,Female,Boots,Footwear,65,M,Blue,Summer,2.7,No,PayPal,Store Pickup,No,No,3,Bank Transfer,Fortnightly,0
2975,57,Female,Sneakers,Footwear,99,XL,Peach,Summer,4.1,No,Cash,Store Pickup,No,No,34,Credit Card,Weekly,0
2976,61,Female,Scarf,Accessories,68,XL,Lavender,Winter,4.5,No,PayPal,2-Day Shipping,No,No,48,Cash,Every 3 Months,1
2977,30,Female,Coat,Outerwear,97,M,Silver,Summer,2.8,No,Debit Card,Express,No,No,28,Cash,Fortnightly,1
2978,38,Female,Shorts,Clothing,47,L,Gold,Winter,3.4,No,PayPal,Standard,No,No,20,Venmo,Annually,1
2979,53,Female,Shorts,Clothing,56,S,Cyan,Spring,3.9,No,Credit Card,Free Shipping,No,No,49,Bank Transfer,Fortnightly,1
2980,31,Female,Jeans,Clothing,91,L,Olive,Fall,2.6,No,PayPal,Next Day Air,No,No,14,PayPal,Weekly,1
2981,70,Female,Gloves,Accessories,93,L,Teal,Fall,4.4,No,Cash,2-Day Shipping,No,No,9,Bank Transfer,Monthly,1
2982,21,Female,Pants,Clothing,36,L,Pink,Winter,4.9,No,PayPal,Standard,No,No,37,Venmo,Annually,1
2983,33,Female,Dress,Clothing,45,M,Orange,Summer,3.6,No,Venmo,Store Pickup,No,No,4,Credit Card,Weekly,1
2984,60,Female,Pants,Clothing,44,M,Charcoal,Winter,2.8,No,Venmo,2-Day Shipping,No,No,1,Credit Card,Quarterly,1
2985,45,Female,Gloves,Accessories,32,L,Red,Spring,4.3,No,PayPal,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly,1
2986,46,Female,Belt,Accessories,36,S,Teal,Summer,3.0,No,Venmo,Express,No,No,21,Cash,Bi-Weekly,1
2987,62,Female,Belt,Accessories,85,S,Silver,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,16,Credit Card,Monthly,1
2988,63,Female,Skirt,Clothing,36,L,Black,Winter,2.5,No,Debit Card,Store Pickup,No,No,42,Cash,Monthly,1
2989,69,Female,Socks,Clothing,55,S,Pink,Spring,5.0,No,Debit Card,2-Day Shipping,No,No,31,Debit Card,Monthly,1
2990,46,Female,Belt,Accessories,20,XL,Teal,Summer,4.3,No,Cash,2-Day Shipping,No,No,6,Credit Card,Weekly,1
2991,69,Female,Shirt,Clothing,91,M,Teal,Fall,4.2,No,Venmo,Free Shipping,No,No,24,Venmo,Monthly,1
2992,66,Female,Dress,Clothing,71,L,Green,Summer,3.9,No,PayPal,Standard,No,No,7,PayPal,Bi-Weekly,1
2993,41,Female,Socks,Clothing,64,M,Charcoal,Spring,3.9,No,Bank Transfer,Store Pickup,No,No,25,Venmo,Weekly,1
2994,32,Female,Jacket,Outerwear,21,L,Indigo,Spring,4.2,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly,1
2995,69,Female,Sweater,Clothing,100,S,White,Winter,3.5,No,Cash,Store Pickup,No,No,14,Bank Transfer,Quarterly,1
2996,29,Female,Jeans,Clothing,96,M,Orange,Summer,2.5,No,Venmo,Standard,No,No,42,Debit Card,Bi-Weekly,1
2997,70,Female,Jewelry,Accessories,91,M,White,Spring,2.9,No,Credit Card,Express,No,No,6,Venmo,Every 3 Months,1
2998,41,Female,Sweater,Clothing,40,S,Yellow,Spring,2.7,No,Venmo,Next Day Air,No,No,14,Venmo,Every 3 Months,1
2999,31,Female,Hoodie,Clothing,53,M,Red,Summer,4.7,No,Venmo,Express,No,No,30,Debit Card,Quarterly,1
3000,31,Female,Sunglasses,Accessories,48,S,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,10,Cash,Monthly,1
3001,57,Female,Sandals,Footwear,70,M,Lavender,Winter,3.7,No,Cash,Express,No,No,7,PayPal,Weekly,0
3002,29,Female,Coat,Outerwear,29,L,Charcoal,Summer,4.7,No,Credit Card,Express,No,No,28,Credit Card,Quarterly,1
3003,70,Female,Belt,Accessories,29,M,Maroon,Fall,3.6,No,Cash,Next Day Air,No,No,19,Bank Transfer,Quarterly,1
3004,51,Female,Blouse,Clothing,53,M,Brown,Fall,2.8,No,Venmo,Express,No,No,13,Credit Card,Every 3 Months,1
3005,45,Female,Skirt,Clothing,79,M,Lavender,Winter,3.7,No,Venmo,Store Pickup,No,No,23,Venmo,Fortnightly,1
3006,18,Female,Shorts,Clothing,65,XL,Brown,Spring,3.5,No,Bank Transfer,Express,No,No,5,Venmo,Weekly,1
3007,37,Female,Dress,Clothing,99,M,Olive,Summer,3.7,No,Venmo,Store Pickup,No,No,17,Venmo,Bi-Weekly,1
3008,23,Female,Sunglasses,Accessories,60,L,Lavender,Winter,3.0,No,Debit Card,Next Day Air,No,No,31,Venmo,Weekly,1
3009,39,Female,Shoes,Footwear,86,M,Gold,Winter,4.9,No,Cash,Free Shipping,No,No,19,PayPal,Weekly,0
3010,62,Female,Belt,Accessories,73,M,Silver,Winter,4.6,No,Venmo,Free Shipping,No,No,8,Venmo,Fortnightly,1
3011,70,Female,Belt,Accessories,45,M,Violet,Winter,3.3,No,Bank Transfer,Free Shipping,No,No,15,Credit Card,Annually,1
3012,20,Female,Belt,Accessories,70,S,Brown,Summer,3.0,No,Bank Transfer,Next Day Air,No,No,18,Credit Card,Every 3 Months,1
3013,42,Female,Belt,Accessories,65,M,Teal,Fall,3.5,No,Credit Card,Standard,No,No,16,PayPal,Annually,1
3014,41,Female,Skirt,Clothing,55,L,Peach,Summer,4.2,No,Debit Card,Store Pickup,No,No,13,Cash,Monthly,1
3015,24,Female,T-shirt,Clothing,65,M,Maroon,Spring,4.5,No,Credit Card,Express,No,No,38,PayPal,Every 3 Months,1
3016,37,Female,Scarf,Accessories,21,XL,Lavender,Spring,2.8,No,Venmo,Express,No,No,27,Bank Transfer,Bi-Weekly,1
3017,30,Female,Blouse,Clothing,26,L,Lavender,Summer,4.9,No,Credit Card,Store Pickup,No,No,31,Bank Transfer,Quarterly,1
3018,58,Female,Sunglasses,Accessories,71,S,Purple,Summer,3.3,No,Bank Transfer,Next Day Air,No,No,24,Cash,Bi-Weekly,1
3019,43,Female,Boots,Footwear,41,M,Green,Summer,3.0,No,Debit Card,Free Shipping,No,No,21,Debit Card,Bi-Weekly,0
3020,19,Female,Jacket,Outerwear,44,M,Yellow,Winter,3.9,No,Venmo,2-Day Shipping,No,No,15,PayPal,Annually,1
3021,23,Female,Jeans,Clothing,81,S,Charcoal,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,48,Venmo,Every 3 Months,1
3022,65,Female,Sunglasses,Accessories,77,S,Blue,Summer,4.5,No,Debit Card,2-Day Shipping,No,No,47,Cash,Quarterly,1
3023,58,Female,Sandals,Footwear,26,M,Lavender,Fall,4.0,No,Debit Card,Free Shipping,No,No,23,PayPal,Weekly,0
3024,50,Female,Backpack,Accessories,31,M,Brown,Summer,2.9,No,PayPal,Express,No,No,4,PayPal,Quarterly,1
3025,67,Female,Blouse,Clothing,82,S,White,Spring,4.0,No,Credit Card,Free Shipping,No,No,47,Credit Card,Every 3 Months,1
3026,40,Female,Shoes,Footwear,60,XL,Green,Summer,3.4,No,Debit Card,Store Pickup,No,No,7,PayPal,Monthly,0
3027,55,Female,Shirt,Clothing,70,L,Magenta,Fall,2.5,No,Venmo,Free Shipping,No,No,6,Credit Card,Annually,1
3028,52,Female,Hoodie,Clothing,26,XL,Peach,Winter,2.8,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Quarterly,1
3029,62,Female,Dress,Clothing,100,L,Charcoal,Summer,3.0,No,PayPal,Free Shipping,No,No,7,PayPal,Every 3 Months,1
3030,64,Female,Dress,Clothing,82,M,Gold,Summer,3.1,No,Bank Transfer,Free Shipping,No,No,1,Debit Card,Quarterly,1
3031,43,Female,Sneakers,Footwear,24,XL,Purple,Spring,2.6,No,PayPal,2-Day Shipping,No,No,23,Credit Card,Weekly,0
3032,61,Female,Blouse,Clothing,74,L,Teal,Summer,4.9,No,PayPal,2-Day Shipping,No,No,30,Credit Card,Monthly,1
3033,26,Female,Backpack,Accessories,58,XL,Green,Summer,3.5,No,Debit Card,Next Day Air,No,No,24,Credit Card,Quarterly,1
3034,22,Female,Sweater,Clothing,56,L,Orange,Spring,2.6,No,PayPal,Store Pickup,No,No,9,PayPal,Weekly,1
3035,51,Female,Boots,Footwear,37,L,Peach,Spring,3.5,No,PayPal,2-Day Shipping,No,No,25,Credit Card,Quarterly,0
3036,69,Female,Handbag,Accessories,64,M,Gold,Spring,4.5,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly,1
3037,50,Female,Hoodie,Clothing,58,S,Violet,Spring,4.3,No,PayPal,Next Day Air,No,No,7,Venmo,Fortnightly,1
